date,USDGBP_OIS_3M,USDGBP_OIS_6M,USDGBP_OIS_9M,USDGBP_OIS_1Y,USDGBP_OIS_2Y,USDGBP_OIS_3Y,USDGBP_OIS_4Y,USDGBP_OIS_5Y,USDGBP_OIS_6Y,USDGBP_OIS_7Y,USDGBP_OIS_8Y,USDGBP_OIS_9Y,USDGBP_OIS_10Y,USDGBP_OIS_12Y,USDGBP_OIS_15Y,USDGBP_OIS_20Y,USDGBP_OIS_30Y
07/03/2024,-0.85,-1.5,-1.875,-4.125,-5.875,-7.375,-9,-10.5,-11.625,-12.125,-12.25,-12.375,-12.5,-13.125,-15.125,-19.125,-23.75
08/03/2024,-1,-1.5,-2,-4,-5.625,-7.125,-8.875,-10.375,-11.5,-11.875,-12,-12.125,-12.25,-12.875,-14.875,-18.875,-23.5
11/03/2024,-0.875,-1.37495,-1.875,-3.875,-5.5,-7.125,-8.625,-10.125,-11.25,-11.625,-11.75,-11.875,-12,-12.625,-14.625,-18.625,-23.25
12/03/2024,-1.25,-1.5,-2.125,-4.125,-5.625,-7.25,-8.875,-10.25,-11.375,-11.875,-12,-12.125,-12.25,-12.875,-14.875,-18.875,-23.5
13/03/2024,-1.125,-1.5,-2,-4,-5.375,-7.125,-8.875,-10.375,-11.625,-12.125,-12.25,-12.375,-12.5,-13.125,-15.125,-19.125,-23.625
14/03/2024,-1,-1.375,-2,-4,-5.5,-7.125,-8.75,-10.5,-11.625,-12.125,-12.25,-12.375,-12.5,-13.125,-15.125,-19.125,-23.75
15/03/2024,-1,-1.375,-1.875,-3.875,-5.375,-6.875,-8.5,-10,-11,-11.75,-12,-12.125,-12.25,-13,-15,-19,-23.5
18/03/2024,-0.5,-0.875,-1.625,-3.75,-5.375,-7.125,-8.75,-10.25,-11.375,-11.875,-12.125,-12.25,-12.5,-13.125,-15.25,-19.25,-23.75
19/03/2024,0.25,-0.125,-1.125,-3.375,-5.25,-7,-8.625,-10.125,-11.375,-11.875,-12.125,-12.25,-12.5,-13.125,-15.125,-19.125,-23.75
20/03/2024,1.25,0.625,-0.5,-2.625,-4.625,-6.5,-8.125,-9.625,-10.875,-11.375,-11.5,-11.875,-12,-12.75,-14.875,-18.875,-23.625
21/03/2024,1.25,0.5,-0.125,-2.5,-4.25,-6.125,-7.75,-9.375,-10.5,-11.125,-11.375,-11.5,-11.875,-12.75,-15,-19.125,-24.125
22/03/2024,1.125,0.375,-0.25,-2.625,-4.25,-6,-7.625,-9.125,-10.375,-11,-11.125,-11.375,-11.625,-12.5,-14.875,-19,-24.25
25/03/2024,0.875,0.125,-0.25,-2.625,-4.25,-6,-7.5,-9,-10.125,-10.625,-11,-11.25,-11.5,-12.375,-14.75,-19,-24.375
26/03/2024,1.125,0.5,-0.125,-2.375,-3.875,-5.375,-6.875,-8.375,-9.5,-10.125,-10.375,-10.625,-10.875,-11.75,-14.125,-18.375,-24
27/03/2024,0.75,0.625,-1.875,-2,-3.625,-5,-6.25,-7.75,-8.75,-9.5,-9.875,-10.125,-10.375,-11.375,-13.875,-18.375,-24
28/03/2024,1,0.875,-1.625,-1.875,-3.5,-5,-6.375,-7.875,-9,-9.625,-10,-10.25,-10.75,-11.625,-14.125,-18.625,-24.5
29/03/2024,1,0.625,-1.625,-1.875,-3.5,-5,-6.375,-7.75,-9,-9.625,-10,-10.25,-10.625,-11.5,-14,-18.5,-24.375
01/04/2024,1,0.625,-1.625,-1.875,-3.5,-5,-6.375,-7.75,-9,-9.625,-10,-10.25,-10.625,-11.5,-14,-18.5,-24.375
02/04/2024,0.75,0.625,-1.625,-1.75,-3.25,-4.625,-6.125,-7.5,-8.625,-9.25,-9.625,-9.875,-10.125,-11.125,-13.5,-18.00005,-24
03/04/2024,0.5,0.375,-1.75,-1.875,-3.25,-4.625,-6.125,-7.625,-8.75,-9.25,-9.5,-9.875,-10,-10.875,-13.25,-17.625,-23.625
04/04/2024,0.5,0.375,-2.125,-1.75,-3.25,-4.75,-6.25,-7.75,-8.875,-9.375,-9.625,-10,-10.125,-11,-13.375,-17.5,-23.5
05/04/2024,-0.25,0.125,-2.25,-2.25,-3.5,-5,-6.5,-8,-9,-9.625,-9.75,-10.125,-10.25,-11.125,-13.625,-17.75,-23.75
08/04/2024,-0.875,-0.25,-2.875,-2.75,-3.875,-5.25,-6.75,-8.25,-9.25,-9.875,-10.125,-10.375,-10.5,-11.375,-13.75,-18,-24.125
09/04/2024,-0.75,-0.625,-2.875,-2.625,-3.625,-5.125,-6.625,-8,-9,-9.625,-9.875,-10.125,-10.25,-11.125,-13.625,-17.75,-23.875
10/04/2024,-1.125,-0.625,-3.125,-2.875,-3.875,-5.375,-6.875,-8.25,-9.25,-9.875,-10.125,-10.25,-10.5,-11.25,-13.75,-18,-24.25
11/04/2024,-0.875,-0.75,-3.125,-3,-4.25,-5.75,-7.25,-8.5,-9.5,-10.125,-10.25,-10.5,-10.625,-11.5,-14,-18.375,-24.625
12/04/2024,-1.75,-1.625,-4,-3.875,-5.125,-6.5,-7.875,-9.125,-10,-10.5,-10.75,-10.875,-11.125,-12,-14.375,-18.75,-24.875
15/04/2024,-1.5,-1.25,-3.375,-3.25,-4.75,-6.25,-7.75,-8.75,-9.75,-10.375,-10.5,-10.75,-11,-11.875,-14.125,-18.5,-24.625
16/04/2024,-2.375,-2,-4.25,-3.75,-5,-6.375,-7.625,-8.625,-9.625,-10.125,-10.375,-10.625,-10.75,-11.5,-14,-18.5,-25
17/04/2024,-2.375,-2,-4.25,-3.75,-4.75,-6.25,-7.625,-8.75,-9.625,-10,-10.375,-10.625,-10.75,-11.5,-14,-18.5,-25.125
18/04/2024,-1.875,-1.75,-4.375,-3.875,-5,-6.375,-7.75,-8.875,-9.625,-10,-10.25,-10.5,-10.875,-11.5,-14,-18.5,-25
19/04/2024,-1.75,-1.875,-4.375,-4,-5.125,-6.5,-7.875,-9.125,-9.875,-10.25,-10.5,-10.75,-10.875,-11.625,-14,-18.5,-25
22/04/2024,-1,-1.25,-4,-3.75,-5,-6.5,-7.875,-9.125,-10,-10.5,-10.75,-11,-11.125,-11.75,-14.125,-18.5,-25
23/04/2024,0.5,-0.25,-3.25,-3.125,-5,-6.375,-7.875,-9.125,-10,-10.375,-10.625,-10.875,-11,-11.625,-14,-18.375,-24.875
24/04/2024,1,0.25,-3,-3.125,-4.875,-6.25,-7.75,-9.125,-9.75,-10.25,-10.5,-10.75,-10.875,-11.5,-13.875,-18.25,-24.625
25/04/2024,1.125,0.375,-2.75,-2.75,-4.5,-6,-7.75,-8.875,-9.5,-10,-10.375,-10.5,-10.625,-11.25,-13.625,-18,-24.25
26/04/2024,1.25,0.375,-2.875,-3,-4.375,-5.875,-7.375,-8.625,-9.375,-9.875,-10.25,-10.375,-10.5,-11.125,-13.375,-17.875,-24.125
29/04/2024,1.5,0.75,-2.375,-2.125,-4.25,-5.75,-7.375,-8.75,-9.5,-10,-10.25,-10.5,-10.625,-11.25,-13.625,-18.125,-24.375
30/04/2024,1.25,0.875,-2.125,-2,-3.875,-5.625,-7.375,-8.875,-9.625,-10.125,-10.5,-10.75,-10.875,-11.5,-13.75,-18.125,-24.5
01/05/2024,1.25,1,-1.875,-1.875,-3.75,-5.75,-7.375,-9,-9.625,-10.125,-10.5,-10.75,-10.875,-11.5,-13.75,-17.875,-24.25
02/05/2024,1.625,1.5,-1.5,-1.5,-3.375,-5.375,-7.125,-8.625,-9.5,-10,-10.375,-10.625,-10.75,-11.25,-13.375,-17.75,-24
03/05/2024,1.25,1.375,-1.375,-1.375,-3.25,-5.25,-6.875,-8.25,-9.125,-9.625,-10,-10.25,-10.375,-10.875,-13,-17.375,-23.625
06/05/2024,1.25,1.25,-1.5,-1.5,-3.375,-5.25,-6.875,-8.25,-9.125,-9.625,-10,-10.25,-10.375,-10.875,-13,-17.375,-23.625
07/05/2024,0.875,0.75,-1.625,-1.625,-3.375,-5.25,-6.875,-8.25,-9.125,-9.625,-10.125,-10.25,-10.375,-10.875,-13,-17.25,-23.5
08/05/2024,0.625,0.625,-1.625,-1.625,-3.5,-5.25,-6.875,-8.125,-9.125,-9.75,-10.25,-10.375,-10.625,-11.25,-13.375,-17.625,-23.875
09/05/2024,0.625,0.625,-1.625,-1.75,-3.5,-5.25,-7,-8.25,-9.25,-9.875,-10.375,-10.625,-10.875,-11.5,-13.75,-18.25,-24.75
10/05/2024,0.875,0.875,-1.5,-1.5,-3.5,-5.25,-6.875,-8.25,-9.25,-9.875,-10.25,-10.375,-10.625,-11.25,-13.625,-17.875,-24.5
13/05/2024,1.5,1.25,-1.125,-1.125,-3,-4.75,-6.375,-7.5,-8.625,-9.125,-9.625,-9.875,-10.125,-10.875,-13.125,-17.625,-24.25
14/05/2024,1.5,1.25,-1.125,-1.125,-2.75,-4.625,-6.25,-7.625,-8.75,-9.25,-9.875,-10.125,-10.375,-11,-13.25,-17.5,-24.25
15/05/2024,2.375,2,-0.25,-0.375,-2.25,-4.25,-6,-7.375,-8.25,-9,-9.5,-9.75,-10,-10.75,-12.875,-17.25,-24
16/05/2024,2.75,2.625,0.375,0.25,-1.5,-3.75,-5.375,-6.75,-7.875,-8.625,-9.125,-9.375,-9.625,-10.25,-12.375,-16.75,-23.375
17/05/2024,3.625,3.375,1.25,1.25,-0.75,-3.125,-4.875,-6.375,-7.5,-8.25,-8.875,-9,-9.25,-9.875,-12,-16.375,-23
20/05/2024,3.625,3.25,1.5,1.375,-0.25,-2.625,-4.625,-5.875,-7.125,-8,-8.5,-8.75,-9,-9.625,-11.75,-16.125,-22.75
21/05/2024,2.25,2.25,0.75,0.75,-0.5,-2.625,-4.5,-5.875,-7,-7.75,-8.25,-8.5,-8.75,-9.5,-11.75,-16.25,-22.875
22/05/2024,2.375,2.375,0.875,0.75,-0.5,-2.5,-4.375,-5.875,-7,-7.75,-8.125,-8.375,-8.625,-9.375,-11.75,-16.25,-22.875
23/05/2024,3,2.875,1.375,1.25,0,-2,-3.875,-5.125,-6.375,-7,-7.5,-7.75,-8,-9,-11.25,-15.875,-22.75
24/05/2024,3.125,3,1.5,1.375,0.25,-1.875,-3.75,-5,-6.125,-6.875,-7.375,-7.625,-7.875,-8.75,-11.125,-15.625,-22.25
27/05/2024,3.125,3,1.5,1.375,0.25,-1.875,-3.75,-5,-6.125,-6.875,-7.25,-7.5,-7.75,-8.625,-11,-15.625,-22.125
28/05/2024,2.875,2.75,1.375,1.375,0.25,-1.5,-3.375,-4.875,-5.875,-6.625,-7.25,-7.5,-7.875,-8.625,-11,-15.625,-22.375
29/05/2024,2.125,2.5,1.5,1.625,0.5,-1.25,-3.25,-4.625,-5.875,-6.625,-7.25,-7.5,-7.75,-8.5,-10.875,-15.625,-22.5
30/05/2024,2.625,2.75,2,2,0.875,-0.875,-2.875,-4.25,-5.25,-6.25,-6.875,-7.25,-7.5,-8.25,-10.625,-15.375,-22.25
31/05/2024,3,3,2.25,2.5,1.375,-0.375,-2.125,-3.625,-4.75,-5.625,-6.25,-6.625,-6.75,-7.75,-10.125,-14.875,-22
03/06/2024,3.125,3,2.125,2.25,1.25,-0.5,-2.375,-3.875,-5,-5.75,-6.375,-6.625,-6.75,-7.75,-10.125,-14.875,-22.125
04/06/2024,2.375,2.25,1.75,1.75,1.125,-0.625,-2.25,-3.75,-4.875,-5.5,-6.125,-6.375,-6.625,-7.625,-10,-14.625,-21.75
05/06/2024,2.375,2.375,1.875,1.875,1.25,-0.25,-1.875,-3.375,-4.5,-5.125,-5.625,-6,-6.25,-7.25,-9.5,-14.25,-21.375
06/06/2024,2.5,2.5,1.875,2,1.25,0.125,-1.25,-2.25,-3.25,-4,-4.5,-4.875,-5.125,-6.125,-8.375,-12.875,-20
07/06/2024,2.125,2.125,1.5,1.75,1.125,0.125,-1.125,-2.125,-3,-3.625,-4.125,-4.5,-4.75,-5.75,-8,-12.5,-19.625
10/06/2024,2.25,1.875,1.5,1.5,0.875,-0.25,-1,-2,-2.75,-3.375,-3.875,-4.125,-4.375,-5.5,-7.75,-12.125,-19.375
11/06/2024,1.375,1.5,1.125,0.875,0.125,-0.875,-1.875,-2.875,-3.5,-4.25,-4.5,-4.875,-5.125,-6.12495,-8.375,-12.75,-20
12/06/2024,2.125,2.125,1.75,1.625,0.5,-0.375,-1.25,-2.25,-3,-3.5,-3.875,-4.125,-4.375,-5.375,-7.625,-12.125,-19.375
13/06/2024,2.375,2.25,1.625,1.5,0.25,-0.625,-1.5,-2.375,-3.125,-3.625,-4,-4.25,-4.375,-5.5,-7.875,-12.375,-19.5
14/06/2024,0.875,1,0.375,0.375,-1.375,-2.375,-3.5,-4.375,-5,-5.5,-5.875,-6.25,-6.5,-7.375,-9.625,-14.375,-21.5
17/06/2024,2.125,2,1.5,1.375,-0.25,-1.5,-2.375,-3.125,-3.75,-4.25,-4.625,-5,-5.25,-6.25,-8.375,-12.875,-19.75
18/06/2024,3,2.875,2.5,2.125,0.5,-0.625,-1.625,-2.625,-3.375,-3.75,-4.125,-4.375,-4.625,-5.5,-7.75,-12.375,-19.125
19/06/2024,2.375,2.375,2,1.875,0.25,-1.125,-2.25,-3.25,-3.875,-4.375,-4.75,-5,-5.25,-6,-8.25,-12.875,-19.75
20/06/2024,2.5,2.25,1.75,1.5,-0.125,-1.25,-2.375,-3.25,-3.875,-4.375,-4.75,-5,-5.25,-6.125,-8.25,-12.875,-19.875
21/06/2024,2.125,2,1.5,1.25,-0.5,-1.625,-2.75,-3.75,-4.5,-4.875,-5.25,-5.5,-5.75,-6.625,-8.75,-13.375,-21.25
24/06/2024,1.75,1.375,1,0.75,-1.125,-2.25,-3.375,-4.25,-5,-5.5,-5.75,-6,-6.25,-7.125,-9.5,-14.25,-21.75
25/06/2024,2,1.625,1.125,0.875,-0.875,-2,-3.125,-4.125,-4.875,-5.375,-5.625,-5.875,-6.125,-6.875,-9.25,-14,-21.625
26/06/2024,1.875,1.875,1.25,1,-1,-2.25,-3.5,-4.375,-5.25,-5.75,-5.875,-6.25,-6.5,-7.5,-10,-14.75,-22.375
27/06/2024,1.625,1.125,1,0.5,-2.125,-3,-4.375,-5.375,-6.125,-6.5,-6.75,-7.125,-7.375,-8.875,-11.75,-16.625,-24.125
28/06/2024,0.375,0.375,0.25,-0.125,-2.375,-3.875,-5.125,-6,-6.75,-7.25,-7.5,-7.75,-8,-9.625,-12.75,-17.375,-25
01/07/2024,1.5,0.875,0.875,0.75,-1.5,-2.875,-4.5,-5.75,-6.5,-6.875,-7.25,-7.5,-7.75,-9.125,-12.125,-17.375,-25.375
02/07/2024,1.5,1.125,0.875,0.625,-1.125,-2.625,-4.25,-5.375,-6.25,-6.5,-6.875,-7.125,-7.375,-8.75,-11.875,-17.125,-25
03/07/2024,1.5,1.125,0.875,0.75,-1,-2.5,-4.125,-5.125,-5.875,-6.25,-6.625,-6.875,-7.125,-8.25,-11.125,-16.375,-24.25
04/07/2024,1.375,1,0.75,0.625,-1.125,-2.75,-4.25,-5.25,-6,-6.5,-6.875,-7.125,-7.375,-8.375,-11.25,-16.5,-24.375
05/07/2024,1.375,1,0.375,0.375,-1.375,-3,-4.5,-5.625,-6.375,-6.75,-7.125,-7.375,-7.625,-8.625,-11.625,-17,-25.25
08/07/2024,1.75,1.25,0.875,0.75,-1.125,-2.875,-4.25,-5.5,-6.25,-6.625,-6.875,-7.125,-7.5,-8.5,-11.5,-16.875,-25
09/07/2024,2.125,1.5,1.25,1.125,-0.25,-1.875,-3.375,-4.5,-5.375,-5.75,-6,-6.375,-6.625,-7.75,-10.75,-16,-24.375
10/07/2024,2.375,1.75,1.125,1,-0.25,-1.625,-3.125,-4.25,-5,-5.5,-5.875,-6.125,-6.25,-7.375,-10.375,-15.75,-23.75
11/07/2024,2.75,2,1.5,1.375,0.125,-1.125,-2.5,-3.625,-4.375,-4.875,-5.25,-5.5,-5.625,-6.875,-9.75,-15.125,-23
12/07/2024,2.875,2.125,1.625,1.5,0.25,-1,-2.25,-3.5,-4.25,-4.75,-5.125,-5.375,-5.5,-6.75,-9.625,-14.875,-22.875
15/07/2024,2.125,1.625,1.25,1.25,0.25,-1,-2.25,-3.5,-4.25,-4.75,-5.125,-5.375,-5.5,-6.75,-9.625,-14.875,-22.875
16/07/2024,2.375,1.75,1.25,1.25,0.125,-1.25,-2.5,-3.625,-4.5,-5,-5.375,-5.625,-5.875,-7,-10,-15.125,-23.125
17/07/2024,2.25,1.625,1.125,1.125,0.125,-1.125,-2.25,-3.25,-4.125,-4.625,-5,-5.25,-5.5,-6.625,-9.5,-14.75,-22.75
18/07/2024,2.25,1.625,1,1,0,-1.125,-2.25,-3.375,-4.125,-4.625,-5,-5.375,-5.625,-6.625,-9.5,-14.625,-22.625
19/07/2024,2.25,1.625,1.125,1.125,0,-1.125,-2.25,-3.375,-4.125,-4.625,-5,-5.375,-5.75,-6.75,-9.625,-14.75,-22.75
22/07/2024,2.25,1.625,1.125,1,0,-1.125,-2.25,-3.25,-4.125,-4.625,-5,-5.375,-5.625,-6.625,-9.5,-14.75,-22.75
23/07/2024,2.25,1.75,1.25,1.125,0.125,-1.12505,-2.25,-3.375,-4.125,-4.625,-5,-5.25,-5.625,-6.5,-9.25,-14.5,-22.375
24/07/2024,2.25,1.625,1.25,1,0.125,-1.125,-2.375,-3.375,-4.125,-4.625,-5,-5.375,-5.75,-6.625,-9.25,-14.375,-21.875
25/07/2024,1.875,1.25,0.75,0.375,-0.25,-1.625,-3,-4,-4.75,-5.25,-5.625,-6,-6.25,-7.125,-9.75,-14.75,-22.25
26/07/2024,1.875,1.25,0.875,0.625,-0.5,-1.625,-3,-4,-4.75,-5.25,-5.625,-6,-6.25,-7.125,-9.625,-14.625,-22
29/07/2024,1.875,1.25,0.875,0.75,-0.5,-1.75,-3,-4,-4.75,-5.25,-5.75,-6.125,-6.375,-7.25,-9.875,-15,-22.25
30/07/2024,2.375,1.75,1.375,1,-0.375,-1.5,-2.75,-3.75,-4.5,-5,-5.375,-5.75,-6.125,-7,-9.625,-14.625,-21.875
31/07/2024,2.25,1.625,1.375,1,-0.375,-1.75,-3,-3.875,-4.625,-5.125,-5.5,-5.75,-6.125,-7,-9.625,-14.625,-21.625
01/08/2024,2.25,1.625,1.375,1,-0.5,-1.75,-3,-4,-4.75,-5.25,-5.625,-6,-6.375,-7.125,-9.75,-14.75,-21.875
02/08/2024,0.75,0.75,0.625,0.125,-1.25,-2.5,-3.75,-4.75,-5.375,-5.875,-6.25,-6.625,-7,-7.75,-10.375,-15.25,-22.375
05/08/2024,0.5,0.375,0.125,-0.375,-1.75,-3.375,-4.5,-5.5,-6.25,-6.75,-7.25,-7.625,-8,-8.75,-11.5,-16.75,-23.875
06/08/2024,1.25,0.75,0.375,0.25,-1.75,-3.25,-4.375,-5.5,-6.25,-6.625,-7.125,-7.625,-8,-9,-12,-17.25,-24.875
07/08/2024,1.875,1.5,0.75,0.5,-1.5,-3,-4.5,-5.625,-6.375,-7,-7.375,-7.75,-8.125,-9.25,-12.25,-17.625,-25.375
08/08/2024,2,1.625,0.875,0.5,-1.5,-3.25,-4.5,-5.625,-6.625,-7.125,-7.625,-8,-8.375,-9.5,-12.5,-17.75,-25.625
09/08/2024,2,1.5,0.875,0.5,-1.625,-3.25,-4.625,-5.75,-6.75,-7.25,-7.75,-8.12505,-8.625,-9.75,-12.75,-18.125,-26.125
12/08/2024,2.125,1.625,1,0.5,-1.625,-3.375,-4.75,-6,-7,-7.625,-8.125,-8.5,-9,-10.25,-13.25,-18.75,-26.625
